Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,DDoS,Phishing,Ransomware,Password_Attack,Account_Hijacking,Trojan,Vulnerability,Zero_day,Advanced_Persistent_Threat,Malware,Disinformation/Misinformation,Targeted_Attack,Brute_Force_Attack,Backdoor,Botnet,Cryptojacking,MITM,DNS_Spoofing,Dropper,Insider_Threat,Adversarial_Attack,Data_Poisoning,Deepfake,Supply_Chain,IoT_Device_Attack,Session_Hijacking,War_Conflict_All,Holidays,Solution_BLOCKCHAIN,Solution_ACCESS_CONTROL,Solution_ENCRYPTION,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT,Solution_IDENTITY_MANAGEMENT,Solution_ML/DL,Solution_ANOMALY_DETECTION,Solution_CRYPTOGRAPHY,Solution_PENETRATION_TESTING,Solution_IDS/IPS,Solution_STATIC_ANALYSIS,Solution_DYNAMIC_ANALYSIS,Solution_MULTI_FACTOR_AUTHENTICATION,Solution_LEAST_PRIVILEGE,Solution_SESSION_MANAGEMENT,Solution_CAPTCHA,Solution_BLACKLISTING,Solution_RATE_LIMITING,Solution_GRAPHICAL_MODEL,Solution_HONEYPOT,Solution_SOFTWARE_DEFINED_NETWORK,Solution_GAME_THEORY,Solution_TRAFFIC_SHAPING,Solution_PACKET_FILTERING,Solution_BLACKHOLING,Solution_RANK_CORRELATION,Solution_STRONG_AUTHENTICATION,Solution_SSL/TLS,Solution_HTTPS,Solution_CONTINUOUS_AUTHENTICATION,Solution_IDENTITY_BASED_ENCRYPTION,Solution_DATA_SANITIZATION,Solution_OUTLIER_DETECTION,Solution_DATA_PROVENANCE,Solution_ADVERSARIAL_TRAINING,Solution_TRUSTWORTHY_AI,Solution_BAYESIAN_NETWORK,Solution_BEHAVIOR_BASED_DETECTION,Solution_FORMAL_VERIFICATION,Solution_SPLIT_MANUFACTURING,Solution_VULNERABILITY_MANAGEMENT,Solution_FILE_INTEGRITY_MONITORING,Solution_VPN,Solution_PRIVACY_PRESERVING,Solution_SECURE_BOOT,Solution_MERKLE_SIGNATURE,Solution_LIVENESS_DETECTION,Solution_3D_FACE_RECONSTRUCTION,Solution_BIOMETRICS,Solution_DIGITAL_WATERMARK,Solution_APPLICATION_WHITELISTING,Solution_DATA_BACKUPS,Solution_HIDDEN_MARKOV_MODEL,Solution_PATCH_MANAGEMENT,Solution_DATA_AUGMENTATION,Solution_DIMENSIONALITY_REDUCTION,Solution_DEFENSIVE_DISTILLATION,Solution_RRAM,Solution_SPATIAL_SMOOTHING,Solution_NOISE_INJECTION,Solution_TAINT_ANALYSIS,Solution_NETWORK_SEGMENTATION,Solution_USER_BEHAVIOR_ANALYTICS,Solution_DECEPTION_TECHNOLOGY,Solution_RISK_ASSESSMENT,Solution_DYNAMIC_RESOURCE_MANAGEMENT,Solution_SANDBOXING,Solution_DARKNET_MONITORING,Solution_VIRTUAL_KEYBOARDS,Solution_CODE_SIGNING,Solution_PUBLIC_KEY_INFRASTRUCTURE,Solution_MUTUAL_AUTHENTICATION,Solution_ONE_TIME_PASSWORD,Solution_DYNAMIC_BINARY_INSTRUMENTATION,Solution_PASSWORD_HASHING,Solution_DNSSEC,Solution_CERTIFICATE_PINNING,Solution_SECURE_SIMPLE_PAIRING,Solution_VULNERABILITY_ASSESSMENT,Solution_SIEM,Solution_STANDARDIZED_COMMUNICATION,Solution_CONTROL_FLOW_INTEGRITY,Solution_VULNERABILITY_SCANNER,Solution_PASSWORD_STRENGTH_METERS,Solution_PASSWORD_MANAGEMENT,Solution_PASSWORD_POLICY,Solution_GRAPHICAL_AUTHENTICATION,Solution_DATA_LOSS_PREVENTION,Solution_DATA_LEAKAGE_DETECTION/PREVENTION,Solution_ACTIVITY_MONITORING,Solution_MOVING_TARGET_DEFENSE,Solution_KEYSTROKE_DYNAMICS,Solution_ATTACK_TREE,Solution_DISTRIBUTED_LEDGERS,Solution_SOURCE_IDENTIFICATION,Solution_IMAGE_RECOGNITION,Solution_HYPERGAME,Solution_NLP/LLM
23-Feb,47.1844713,267.5191323,236.2953862,37.62395759,301.1278491,120.3405715,197.8997401,14.07359746,-2.400864841,1361.804955,18.84900062,87.08795482,12.56774405,108.110975,49.02244908,8.651983572,75.03003628,22.87413305,14.60271524,14.11436536,0.494379492,5.816185757,19.7700505,11.57256076,4.410592339,150.6105987,66.81264897,7.547151222,12.97889163,8.23600088,18.92591743,2.138386968,13.61707484,0.197677185,-0.10581667,4.355734124,96.46581742,5.309558994,19.51065376,8.25131179,82.09868636,1.41181011,1150.713871,39.71662737,269.105492,60.79043005,276.6503117,1.142560924,5.906451239,312.3698659,44.0499471,309.8170709,2.238017168,97.50941002,8.053005465,10.14055209,2.779072628,0.762885051,0.52701885,1.549807635,-0.132695651,0.602992105,0.215918371,3.507793947,10.81031076,24.33149849,-0.08781677,0.233559398,3.785444025,1.880902075,1.687069599,4.635013931,1.863654921,2.911353888,3.064920504,0.64195194,3.110463233,2.487455067,10.38285309,2.132151338,10.11708043,0.267192121,8.855407451,0.560764652,1.647064995,-0.110906935,2.080797478,84.49459628,0.240892319,0.44780267,0.908388756,-0.048775583,34.03852085,0.131113409,-0.009233235,0.826744289,4.960791504,0.624396076,7.171685125,5.940227508,0.526992784,0.885569381,-0.062221488,0.665674162,3.380386864,0.246765708,-0.073387949,0.26859256,101.8807957,0.388494346,0.125012941,-0.081875487,0.317371622,0.193569695,6.758352978,14.09381659,1.831482166,0.333075873,-0.191417446,0.781817754,0.102708754,0.173942844,9.312424924,0.655919569,0.087218986,1.02960334,1.797337849,-0.200518643,-0.323221433,0.106347181,-0.021111105,0.621407574,0.381783799,1.20475395,4.825232837,1.979525025,2.09143066,36.88963326,2.852620888,4.458789475,0.106264618,18.43130399
23-Mar,49.65382223,270.2941467,263.6216147,34.34315214,323.133151,122.5922004,186.654281,21.00477942,-2.882924192,1492.627241,23.25901804,117.5001692,15.65156185,92.31270827,67.67383731,23.12481224,77.41284144,24.18644362,15.02354076,14.62917232,0.420855817,5.941812838,21.59413521,11.60364087,5.67041448,157.4723794,65.93426599,7.716676934,13.54496395,7.889329135,20.00334954,2.043321876,14.29544608,0.35487507,-0.104091638,4.402418199,100.5638957,5.92205269,19.18486416,8.573581359,85.15431525,1.504695191,1032.574018,36.7716489,282.6141292,64.08976483,286.5165747,1.514884082,6.039264322,326.167881,46.43510431,322.8121877,3.217805146,102.3500834,8.722873781,10.94086178,2.934254341,0.64910278,0.43594944,1.64963907,-0.024349648,0.629586588,0.234271321,3.893690418,10.63943469,26.20077651,-0.126929064,0.337904725,4.163564893,1.820543674,1.99795218,4.531721987,2.092880975,3.157638328,3.382108519,0.738525109,3.07775317,2.236727884,10.30336792,2.18262395,10.42254201,0.365021583,8.773522762,0.500660366,2.04840623,-0.108746387,1.964599961,88.0410186,0.223484017,0.458678021,0.951676097,-0.051331731,34.65887765,0.530534661,-0.011255057,0.882847877,5.385913038,0.618867467,7.115998928,6.801669313,0.547005011,0.895961094,-0.055952615,0.867293358,3.538212927,0.471746225,0.053460593,0.311492008,105.169401,0.33856889,0.174229297,-0.062872421,0.282071592,0.072214318,6.844728599,14.34062767,1.746011617,0.307875372,-0.245789188,0.932983059,0.105969245,0.177768306,10.35442519,0.832965239,0.072747167,1.022857422,2.063952037,-0.058542837,-0.270389413,0.182978442,0.09880087,0.600781946,0.403883287,1.278804078,4.641226543,1.743441149,2.170371421,38.057432,2.441274287,4.820760935,0.101484034,19.58690182
23-Apr,52.67662339,272.7728353,311.3065719,36.41013266,325.4839282,110.9409004,164.6037394,20.1726998,1.579710119,1618.518481,22.83026318,153.1861572,14.25745102,118.3448869,61.33987159,29.16661367,79.71498085,26.43192981,15.59157751,15.91362341,0.472058835,5.796622827,22.1179874,11.59350374,5.754141972,163.6438107,68.73569334,7.417749766,14.32808012,8.760644691,21.00293795,2.026463637,14.37711681,0.285706914,-0.099416359,4.432361321,105.9152493,6.925635435,19.77610759,8.746416531,87.07975179,1.443150908,907.1409299,41.68801881,288.1134788,65.62647318,291.2607142,1.404528402,6.547618168,333.3910582,47.75869266,326.8034272,4.013080172,105.016187,8.864069052,11.56291464,3.725890252,0.527225653,0.470908487,1.749998188,0.103892245,0.664634026,0.243760836,3.784186529,11.31646317,25.93710344,-0.158322257,0.451678378,4.038966728,1.741604802,1.947807938,4.292807577,2.066397993,3.144565174,3.846114477,0.733285207,3.275981518,2.073971583,10.94273023,2.062570581,10.65478117,0.602117452,8.41662086,0.431546698,1.948161154,-0.103539502,2.221084197,90.37156814,0.201112025,0.454705496,0.892084421,-0.052092312,35.23743243,0.864097748,-0.012737046,0.70685567,5.556945029,0.595325695,7.882401382,6.502916859,0.678605865,0.908434803,-0.04863205,0.822731834,3.404109996,0.460076304,0.066020463,0.24075675,108.6240637,0.283478912,0.503297138,-0.043883489,0.241839417,-0.039171951,7.0271248,14.09253882,1.516707774,0.275958659,-0.28735008,0.971042342,0.10572461,0.175878173,10.88159267,0.997317384,0.057540115,1.046100373,2.101986245,0.100991673,-0.184728914,0.146457223,0.103757621,0.564195422,0.541656327,1.337085072,4.626384083,1.868662427,1.976306964,38.07672791,2.257824118,5.211912421,0.094136987,20.85933282
23-May,55.14684573,284.50047,353.0538362,39.42811116,341.0051098,121.9865034,188.3401398,24.36864715,7.048689695,1777.015043,21.88947591,176.4979616,12.57502775,114.5735011,69.3391063,34.83923655,81.28545689,27.3499095,15.52506325,17.38222069,0.403979786,5.612053131,23.46591475,10.92657521,5.906872456,169.5087846,66.49490715,6.976182822,14.56304227,8.922009351,21.25247938,1.850497313,15.22930696,0.344884367,-0.092226118,4.96633929,107.3940101,7.301090843,19.46494346,8.749575689,90.41025213,1.344466527,775.0969226,44.76211116,291.659489,69.4007165,297.3826183,1.263072438,6.558708084,337.6901859,51.8071614,335.23144,4.298435289,109.4451946,8.895222725,11.84587478,4.306585864,0.791719469,0.388244375,1.58782145,0.246193181,0.836237699,0.244988575,4.152107433,11.64629492,25.72168458,-0.181826463,0.440524314,3.995659377,1.908311674,2.264243882,3.909000381,2.140571371,3.87846238,3.808336405,0.606570739,3.476107586,1.765271765,10.9598744,1.892645433,10.16415298,0.59744021,8.152910521,0.356397996,2.059495752,-0.09574712,2.505287483,94.28791567,0.304943871,0.437489059,1.23168938,-0.051214066,36.83100876,0.838381594,-0.013688724,0.527257013,5.564165469,0.55627833,8.14569155,6.328952145,0.676688458,1.052408098,-0.04058458,0.757944507,3.081294058,0.435771085,0.075343732,0.169872316,108.4145383,0.225393565,0.48435928,-0.025476945,0.198375278,-0.138244434,7.840467637,14.71648269,1.654833083,0.238954858,-0.31613438,0.876164426,0.1023327,0.168900708,11.06959562,1.275314794,0.042127564,0.965636017,1.873157446,0.141542983,-0.072092597,0.10919441,0.235105969,0.514341688,0.549402374,1.379425414,4.824234346,2.015301704,2.002359743,37.11179239,2.084984242,5.227591386,0.084700535,22.48874072
23-Jun,72.06564047,276.7503271,382.174759,48.02144847,348.27402,136.487951,205.5126959,34.73394035,7.759310622,1861.171497,25.22608309,198.1736467,15.62359596,110.1220489,74.34824435,40.00942005,86.87032161,28.82559393,15.64944852,17.31249163,0.330589248,6.307578811,25.72507192,11.12854228,6.277123717,178.3019975,67.06335237,7.299487087,14.69761694,10.46957726,22.48949228,1.766612702,16.04939889,0.287797544,-0.082988117,4.887929284,118.5430744,7.729967984,20.09094743,8.959931661,93.17539486,1.345316587,641.7844085,45.25593094,296.5811136,72.26551399,311.9508535,1.227869897,6.261927766,350.8386953,55.52656843,353.3397083,4.646301837,114.1079456,9.056404349,12.27516266,4.62001434,0.836012319,0.302199343,1.394227741,0.266878227,0.765593874,0.238743883,4.018673024,13.12375464,27.04615706,-0.197525454,0.417269927,4.05681298,1.831098508,2.081108915,4.156303893,2.463110269,3.752615994,3.980086047,0.474330596,3.931937819,1.434483776,12.34650793,1.812933436,10.18766302,0.575307487,8.660983901,0.278072225,2.027912017,-0.085861563,2.805911817,96.19399098,0.419244216,0.408869594,1.620383161,-0.048887223,38.1302972,0.920085608,-0.014134573,0.349800512,5.653738901,0.634447351,8.088281954,6.722515338,0.654662137,1.08041182,-0.03212432,0.806897578,2.828320892,0.530823256,0.081474362,0.360980155,110.7335293,0.166354945,0.58278443,-0.008146747,0.153306293,-0.093262336,7.527262162,16.83653769,1.689500868,0.198482791,-0.332556219,0.764489369,0.09621,0.157553969,11.27671041,1.807253018,0.026992442,1.024249016,1.741016802,0.173792872,0.061442867,0.072382046,0.246266302,0.454043076,0.799891744,1.536148959,4.747572553,2.046818002,1.765736453,38.38999666,1.926878827,5.724874713,0.073666712,23.31054562
23-Jul,78.77058652,262.3926887,415.6583468,43.11480859,343.8178185,141.2846153,247.7426155,46.44068602,8.166090138,1980.147161,23.80224706,224.4465539,14.09859948,109.7720804,79.75602126,39.76230259,90.81059022,31.0689421,15.74191181,17.32036072,0.254620087,6.684324559,28.29656122,10.91645638,6.632036142,183.2268292,67.80305249,7.441476314,14.99780563,11.72830107,23.41811913,1.538118171,17.07599965,0.227785476,-0.072184273,4.760722401,123.4309402,7.834058372,20.61162258,8.760454086,94.14876148,1.335722144,518.5296134,42.65269082,302.5231423,75.96586632,320.0137395,1.449351513,6.026967646,356.8771929,56.8282377,362.9769585,5.199992674,114.9911831,9.749775679,12.10326688,4.883499537,0.880795515,0.215692834,1.568166572,0.407488423,0.809046615,0.485961343,3.838021865,14.68975575,27.63679758,-0.075728783,0.513822881,4.240146833,1.736673703,2.113854177,4.464187938,2.669501969,3.686775767,4.135258144,0.34108455,3.754226894,1.353740072,12.78408286,1.586804636,9.783192166,0.53812881,9.508420426,0.199236863,2.098649296,-0.074388715,3.112296362,99.84363903,0.4095372,0.370845987,1.65159607,0.084673553,38.28574788,1.126016651,-0.0141118,0.439595645,6.234742823,0.715766049,8.46396486,6.855046751,0.615198585,1.233202815,-0.023546356,1.116748414,3.065795416,0.500445512,0.214547698,0.322147806,109.7386152,0.108229539,0.943883533,0.007694834,0.108145019,-0.149980578,8.019559369,17.70949106,1.730016849,0.156103447,-0.337359187,0.641047136,0.08781327,0.142615284,11.6548124,1.96177983,0.012561058,0.976273246,1.469859719,0.197603985,0.209781498,0.037079457,0.248922613,0.646153034,0.931335426,1.561115681,5.016149762,2.073778131,1.629803397,37.82868059,1.916777588,5.590683465,0.06152627,24.11085366
23-Aug,76.33192037,294.0590334,448.4938253,37.66538845,389.9727027,136.4430747,298.5172647,53.80353654,8.287208999,2102.050844,21.70672723,254.4787737,17.11314466,100.0339463,90.37033984,38.34702781,91.20251426,32.45588718,15.93287142,17.58783207,0.308609239,6.672865995,28.53200475,11.02808537,7.352496239,187.5823728,65.61469103,7.616022328,14.32804128,12.46930346,24.11133972,1.416329548,17.66766036,0.166941051,-0.060295285,4.983414533,126.3370911,7.71271797,20.86188154,9.278110646,94.09032859,1.187015481,412.9144095,39.93019398,304.6352739,78.59720742,322.4599248,1.305204423,6.27469451,363.2755249,58.52489291,370.0711749,5.332314648,116.6363614,10.11131661,11.40546266,5.614131229,0.794676526,0.13136619,1.897666522,0.421812946,0.853882684,0.493878217,4.270295166,15.24846408,26.45927012,-0.063839915,0.615305853,4.037942896,1.759591168,1.879909288,4.167357939,2.735169441,3.576916289,4.270855288,0.210930571,4.161660255,1.560458537,13.41437782,1.335684576,8.915672631,0.488524138,9.265860686,0.122307932,2.289353367,-0.061831491,3.024673562,98.44301311,0.51851477,0.325499362,2.180139806,0.102338044,39.11708105,1.337574091,-0.01366795,0.307223396,6.060604068,0.667479896,8.948160529,7.20867362,0.69122543,1.393718626,-0.015119798,1.192111714,2.947548625,0.458092177,0.22787727,0.277534258,108.9710342,0.052669788,1.330556219,0.021721411,0.064255521,-0.196527578,8.262040074,18.27386436,1.774580726,0.113278934,-0.201561083,0.510717713,0.077621815,0.124892009,11.19545983,2.072000566,0.129195981,0.933806854,1.181722553,0.213105868,0.236992821,0.004194743,0.373845615,0.729667405,1.051694676,1.82675226,4.897384757,2.095828902,1.748569546,37.54863572,1.680183146,5.782190839,0.048754085,26.45780528
23-Sep,72.75716322,325.4969727,474.8909413,50.93094866,396.6829173,130.5323959,300.4789311,61.55599592,8.147599703,2193.672633,23.97955755,278.8734084,20.42284098,99.44860724,92.55211637,40.73286966,93.48917047,35.45046115,15.97674892,19.08092134,0.377941198,7.002367308,30.01794378,11.6477089,8.730335439,194.864891,65.65672498,7.814633071,14.02541213,13.25212651,24.80189806,1.2942299,18.80012518,0.237172837,-0.047786337,5.214335017,131.1025142,7.622130069,21.19125816,9.565658231,96.91502913,1.01756902,320.5232937,37.92204101,317.0971341,83.74749819,334.0976937,1.526315908,6.029407851,370.735758,61.12613581,386.5538344,6.161434984,119.697931,10.98336394,12.11527499,5.953275815,0.823329139,0.051531226,1.737286481,0.422050629,0.768618665,0.486187057,4.351232282,16.07384765,26.71571731,-0.051224737,0.848181352,3.924821066,1.527429151,1.742961609,4.355190203,2.642215082,3.560735271,4.514767058,0.217464074,4.713500473,1.299691399,13.34921194,1.329605986,8.607434872,0.429224208,9.599581099,0.049402656,2.222306431,-0.048675044,3.145072835,102.6091594,0.63103914,0.404922418,2.350424974,0.115165946,39.18176848,1.417848564,-0.012858446,0.30887167,6.332061067,0.733997962,9.025491815,7.030677594,0.638912828,1.296371297,-0.007082302,1.514175333,2.682700054,0.66623141,0.363037566,0.229056037,109.7810802,0.001085918,1.728644949,0.293693688,0.022827308,-0.102524051,8.602411506,19.2635844,2.471450793,0.071338505,-0.173295957,0.378099701,0.066120851,0.105194301,11.37617872,2.399039211,0.130291533,1.157572897,1.146947427,0.220664387,0.254373227,0.104472658,0.375060948,0.682940316,1.028467161,2.101022614,4.603574711,1.98279973,1.763001993,39.60013626,1.446842653,6.22108175,0.165796495,28.17632758
23-Oct,87.23716689,310.4262089,478.1016174,65.7120244,396.881623,127.9268131,330.3800629,68.63652947,7.777523346,2274.092065,21.73571812,300.2123774,28.70888245,108.7783439,103.1791518,42.76814125,95.02248594,37.49206388,16.50693621,17.90227403,0.329001726,7.19884747,31.2547506,11.13593881,8.988480657,203.7432105,66.09485378,8.158943748,13.92228353,14.85910346,26.27934362,1.175513321,18.84533976,0.193266259,-0.035094694,5.965733401,137.8983196,8.501937057,23.17195937,9.96748131,97.20980875,1.094540134,342.0055907,36.46704211,319.8098942,85.95033494,339.408755,1.639526768,6.397767623,378.777895,62.94347035,395.151613,6.602800238,123.7724057,12.01870563,13.13064784,6.229907668,0.854416618,-0.021866179,1.67082585,0.539603024,0.798822488,0.464679402,4.933538718,16.16447744,25.91504825,-0.038334334,0.962323861,4.055266787,1.532660462,1.85741985,4.443583534,2.769289706,3.919350296,5.008844639,0.116820303,5.148751654,1.026010233,14.3300863,1.344247074,8.701797841,0.492977545,9.681942038,0.112305828,2.125294995,-0.03537399,3.379079996,104.1604162,0.743379899,0.364255496,2.623168875,0.123256078,38.9245341,1.347560133,-0.01174414,0.201088966,6.206410533,0.931844282,9.684325218,7.169560843,0.702664101,1.169867563,0.000363914,1.71860733,2.393855339,0.893569777,0.373790706,0.178553957,113.6066892,-0.045372143,1.995065459,0.329657927,-0.015142904,-0.114845155,9.05067345,19.29642491,2.58449033,0.161451963,-0.142658465,0.247400499,0.053786358,0.084310536,10.74754036,2.581402815,0.127368783,1.284235148,1.141241391,0.220847122,0.522384395,0.221588602,0.494902919,0.620397727,0.976708383,2.244835254,4.261038427,2.111589483,1.913101136,39.44848265,1.48343093,6.539451117,0.166160769,29.25770783
23-Nov,96.52205519,300.7697352,507.9781774,66.95363183,372.5940094,125.2039842,365.2396796,75.32991379,7.211128924,2326.366791,19.74419109,313.7210781,27.90505329,95.11175654,114.0881091,39.61684143,97.17179529,38.01474443,16.53889668,17.88442323,0.405086149,7.109714192,32.07023422,10.91126757,9.521156933,208.0314018,64.2363241,8.264055045,13.67179929,15.15960961,26.55066432,0.933403,18.06067269,0.147952351,-0.022619375,5.723019945,140.6775948,8.518705233,23.71943168,10.75009764,94.80881614,0.930977933,344.9994902,33.75353183,323.8270815,88.54437796,342.5864475,2.272230739,5.897358389,379.3624815,65.31076732,398.4250653,6.981944959,126.2362608,12.80995197,13.93056396,6.051979105,0.88676285,-0.087267858,1.980886507,0.659212089,0.962041254,0.69138213,5.549608348,16.22110992,24.72699466,-0.025582942,0.936182403,4.201009932,1.421388827,1.864709671,4.019830025,2.500578177,3.78452331,5.383249123,0.152736301,5.956015168,1.268916876,15.19297063,1.377096642,8.725670579,0.435566222,9.215608621,0.065549508,2.134225853,-0.022341822,3.738314041,104.6617349,0.852185184,0.316727602,2.749943321,0.126839515,38.22528715,1.243873741,-0.01038894,0.488051864,6.027132737,0.881950642,9.566745525,7.419468941,0.638960324,1.280918174,0.007054591,1.781037907,2.742079435,1.131367215,0.502254811,0.127745466,115.0315366,-0.085823233,1.974991953,0.352136005,0.211138193,-0.122488794,8.442588996,19.55708861,2.668691204,0.137710516,0.019195032,0.122349202,0.041071724,0.06298583,10.91933962,2.858087974,0.120917245,1.419704119,1.031868716,0.21438617,0.547922915,0.350345293,0.487913606,0.675497465,1.030824231,2.106921572,5.054924619,1.864152576,1.82079733,39.89853993,1.561857452,7.489800014,0.161503793,31.43321882
23-Dec,95.802793,327.2258168,492.4377361,72.11246956,362.6373369,127.1673187,397.9961442,81.37406227,6.485040077,2284.373041,16.75949103,328.7772764,35.96445545,91.52847524,115.4335273,35.59216636,100.3110198,40.36471458,17.6914942,18.07182482,0.491409546,7.876202816,35.41206245,11.17172542,9.724930873,220.8798319,68.14655766,10.30073356,13.78620949,16.83527685,28.44833301,0.817501621,19.13265215,0.102731264,-0.010713006,6.562887236,151.3986147,9.628235435,24.68057381,12.33194941,97.7336583,0.755842614,343.5240151,35.53876663,348.4077376,93.96268535,359.8187773,2.82349739,6.370069327,408.5677349,71.17201158,422.8484204,7.943716859,135.0666425,13.42777513,14.97257156,6.420284025,1.049271573,-0.143511334,2.060514503,0.907083885,0.880076906,0.674673121,6.047582766,16.40544586,27.71593658,-0.013339201,1.014569618,4.356148465,1.698602691,2.13532922,4.327856967,2.573720455,4.519643324,5.348715685,0.47047861,6.513871875,1.309465349,16.5437774,1.555348354,9.565385926,0.370829045,9.449440288,0.021502335,2.138236849,-0.009942616,3.83947526,109.5130697,1.084544386,0.264450668,2.841542022,0.126259423,39.94920627,1.243239776,-0.008857592,0.431676916,6.064968739,0.810587846,11.17392143,7.791802162,0.692458115,1.66243618,0.012864562,2.59379429,2.633218739,1.631443892,0.502804861,0.07818546,123.6629532,-0.119654517,1.89767604,0.361802194,0.338457035,-0.125693405,8.872035318,20.49497329,2.854411254,0.242211899,0.064287328,0.136132559,0.028396401,0.04190402,10.32637877,3.111361978,0.241483343,1.42903507,1.062477248,0.202139728,0.554469896,0.355715957,0.466985816,0.604822305,1.078603767,2.049591611,5.167774453,1.845534782,2.363099985,40.66663529,1.545585598,9.130420021,0.152467401,36.64818214
24-Jan,89.05137324,317.7995157,515.2582068,76.84204943,333.3972115,115.4193001,404.4470781,86.39257402,5.637008912,2286.687474,18.38047624,320.3645366,34.73898373,86.92766781,115.561398,30.9021938,107.2769913,51.16874629,23.46808714,20.70833151,0.714358316,8.689756493,41.55734598,11.98098573,10.86657949,254.1870241,81.50137113,10.82472222,14.18559238,18.75831907,29.83278485,0.718665331,20.8934541,0.188950347,0.000324116,9.401881181,166.4355741,11.30796555,28.31518451,15.67565752,108.4340065,0.575545549,385.290367,37.16931494,444.128096,113.6902814,410.4333108,4.944932455,10.02440709,517.9354309,81.78197106,461.5539874,10.72100006,151.3419868,13.32098271,15.35120125,9.109149933,1.224051277,-0.189825122,2.390364264,1.162955985,1.039906686,0.899394819,6.524332258,18.57918483,29.38450622,-0.001919657,1.214681024,4.51508869,1.757137088,2.174826937,4.815245506,3.172336892,5.445662036,6.02717412,0.70233233,7.160526755,1.756675014,18.67319018,2.019114444,11.16416816,0.431440714,9.70640558,-0.018785191,2.91769964,0.001514947,4.2953361,122.2338789,1.321131336,0.209467908,3.548734593,0.121949558,45.83225729,1.885372015,-0.007213651,0.757989155,6.097072078,1.372043695,12.23516211,8.553147995,0.749832383,1.815929299,0.017707599,2.677461205,2.38624755,2.932569585,0.61821576,0.031235891,141.2713395,-0.146513037,2.031161436,0.359647699,0.342890281,0.005193247,9.452375948,22.1942203,3.415926961,0.228996787,0.232941775,0.044453603,0.016136718,0.021673271,13.43292264,3.595967723,0.372748331,1.554561874,1.638150608,0.185053738,0.933728081,0.609878075,0.43414123,0.653069992,0.989247237,1.966506898,4.614306071,1.573412724,2.440279375,47.24792205,1.284573361,10.19306543,0.139760626,51.40220367
24-Feb,80.05355426,309.5618593,507.3788842,85.72340983,309.0791823,122.2135045,425.3695062,85.72745738,4.704670596,2320.05984,21.17794865,316.7921347,37.40388967,92.16911109,119.1696396,30.56415268,108.658056,52.25731243,23.88297818,20.44993758,0.82358146,9.391262108,42.35138078,11.81989043,10.84806587,256.7378863,80.71566212,10.62157034,14.23946922,18.69630749,29.29380796,0.63815271,20.64137223,0.160879012,0.010247803,9.724919296,166.6557704,11.10048369,29.80687861,16.34472509,107.8212997,0.396011823,425.5913728,35.86172898,454.6725757,118.0944095,418.3133917,5.78587604,10.26257887,533.2582944,85.46747546,467.2923781,10.78892495,155.3595371,14.23524006,14.97143193,9.535854752,1.144631472,-0.225812777,2.345518121,1.288352195,0.952556287,1.004662504,6.577676834,18.92817436,29.8146837,0.008415521,1.158340858,4.672682232,1.687103933,2.335130075,4.699437826,3.305921579,5.375709016,5.816971488,0.819930708,7.767700345,1.736463462,19.01946598,2.005930491,11.59814713,0.503047995,9.456482175,0.075519591,2.991685164,0.011781306,4.366750772,126.2955908,1.294425651,0.153699387,3.768745868,0.114412192,46.20203549,2.066729869,-0.005517694,0.858930496,6.253052921,1.336192648,12.88322386,8.561764806,0.808974253,2.089595228,0.021535105,2.572437593,2.382386053,3.145605621,0.603539096,-0.011955798,141.470747,-0.166290314,2.02036345,0.346919222,0.336593494,0.022835436,9.141111236,21.457716,3.478813289,0.210233282,0.277742524,-0.039391065,0.004618903,0.002815398,13.23582444,3.424233861,0.37970437,1.420899141,1.897112115,0.164124735,0.947048606,0.750327639,0.391556866,0.576900811,0.879148943,1.86273545,4.757755344,1.281300491,2.496532444,46.04364247,1.531125147,10.29365433,0.12413171,53.70875693
